Album_Name	Song_Name	Lyrics	Unnamed: 6	Emotion
Kamikaze	Stepping Stone	intro mario resto take river yeah yeah yeah yeah verse eminem everything totally new globally huge watchin sales go roof wrote feuded runyon avenue soldiers included multitude homies would bounce good excuse bulletproofwrote souped soaked youth thought runnin shit til lost sole shoe death doody broke us two thrown loop aint none us know time goin struggles wasnt condition coachin us everyone tried go solo really nobody blew hopin aint shoulder crew plan put everyone position knew stand dont wan na open woun		neutral
Kamikaze	Not Alike	intro eminem lil juice tay keith fuck niggas yeah prechorus eminem brain dead eye drops pain meds cyclops daybed ipod mayback maybach trainwrecks sidewalks payless hightops kfed ihop playtex icebox chorus eminem thats much common yah thats much common woah mic yah thats much common yuh thats much common woo thats much common alike theres nada like us mic yah verse royce da dont jordans audemars explosions molotovs yall blowin smoke yall aint washed blow smoke car exhaust flyin party invited feelin like stre		neutral
Kamikaze	Kamikaze	intro fack okay fack say fack last year fack didnt work well fack fack last year fack last year eat dick fack well fack verse hah yeah im fuckin kamikaze crashin everything beat islamic nazi means thing ive goin jugular since craig g duck alert wedgie underwear whole bed sheet comforter stuck rectal crack kiss disrespectful ass ill ride culdesac window cracked bumpin reference tracks yyou collaborative effort rap ii never said raps ooverstayed welcome stepped crap ruined welcome mat spit shit heart didnt wr		anger
Kamikaze	Fall	intro eminem justin vernon photoshoot know everybodys tellin think last months loud maybe time tell em think cant hear coming hallway stairs parking lot loud threes crowd slow fire chorus justin vernon dont fall face dont fall faith oh dont fall fate dont fall faith oh dont fall fate dont fall verse eminem got ta concentrate clock race got time waste im already late got marathoners pace went addict workaholic word dr dre first marijuana tapeguess got chronic case yeah aint blowin smoke less mommas face know		neutral
Kamikaze	Nice Guy	chorus jessie reyez youre nice guy nice guy youre faithful dont lie club go back home right right sike postchorus jessie reyez suck dick fuckin suck man suck dick fuckin suck man hope heart get hit semitruck suck dick fuckin suck man verse jessie reyez hop whip take sip gun dont dont got much selfcontrol hope runnin im bipolar switchup quick like cummin dont dont got much selfcontrol hope runnin verse eminem im cheater ima accused might well tell youll take back hell freezes females rushin outside telly tem		neutral
Kamikaze	Good Guy	verse eminem go agaain heroes villains used romeo jilted couple times slippery slope deal still gave hope well get together severed earlobe mailed envelope would dope kind lengths go pull vincent van gogh convince damn ho housewife outright lies shes blackout drunk shes backin drive ran outside tryna act shes size hit mouth twice guys someone youd die sticks steak knife heart try another late night stumbles door lets daylight dos fight aint violent shes goin drawers plant ky im gettin accused whore smells l		neutral
Kamikaze	Venom	intro got song filled shit strongwilled world gives raw deal sets til scream piss screw talks like dont belong tells youre wrong field somethings mitochondrial cause latched like verse knock knock let devil manevolent ive ever head spinnin medicines screamin llllet us llllike salad bowl edgar allan poe bedridden shoulda dead long time ago liquid tylenol gelatins think skeletons meltin wicked get high think ive smelled scent elephant manurehell meant kahl̼a screw hell went hell accelerants blew mymymyself v		neutral
Revival	Walk on Water	chorus beyonc̩ eminem walk water aint jesus walk water freezes fuck verse eminem expectations high bar set arms stretch cant reach far cry grasp soon grab squeeze lose grip like flying trapeze dark plummet skys blackening know marks high butter flies rip apart stomach knowin matter bars come youre gon na harp gripe thats hard vicodin swallow scrap pressure increases like khakis feel ice cracking chorus beyonc̩ eminem walk water aint jesus curse curse walk water shit freezes verse eminem curse standard fir		neutral
Revival	Believe	verse started bottom like snowmangroundup like round chuck still put hands stayin wound spend time get sucker free confidence high breeze pen rhymes got air like wind chimes yeah nother day life uh used scrape get yeah communitys gated made neighbors say hi say hi im givin em pounds im upscale guess means im way sky way sky still remember days minimum wage general labor welfare recipient since minor look government assistance made ya adversity first dont succeed put temper use cause bein brokes poor excuse 		neutral
Revival	Chloraseptic	verse eminem instinctive nature bring anguish yeah english language ink haters get rode like piece paper rap shit got travelin place place barely leave house cause youre always stuck pad stationary yeah thats brainstorm got ta write simon cowell rhymin foul thats sound shook wire bound notebook got tied around throat hook inside mouth gohruh thats like mic cause im tearin flesh til larynx neck split lyrics weapons expert like hair extensions extra clips youre scared effin death bitch youre starin legend pai		neutral
